jobID,skill,rating
Fundraisers,Coordination,3.88
"Compensation,.Benefits,.and.Job.Analysis.Specialists",Coordination,3.12
Training.and.Development.Specialists,Coordination,4
Market.Research.Analysts.and.Marketing.Specialists,Coordination,3.12
Search.Marketing.Strategists,Coordination,3.62
Business.Continuity.Planners,Coordination,3.75
Sustainability.Specialists,Coordination,3.5
Online.Merchants,Coordination,2.88
Accountants.and.Auditors,Coordination,3.19
Appraisers.and.Assessors.of.Real.Estate,Coordination,2.69
Budget.Analysts,Coordination,3
Credit.Analysts,Coordination,2.5
Personal.Financial.Advisors,Coordination,2.88
Insurance.Underwriters,Coordination,2.88
Financial.Examiners,Coordination,3.62
Credit.Counselors,Coordination,3.12
Loan.Officers,Coordination,3
"Tax.Examiners.and.Collectors,.and.Revenue.Agents",Coordination,3
Tax.Preparers,Coordination,2.88
Financial.Quantitative.Analysts,Coordination,3.38
"Fraud.Examiners,.Investigators.and.Analysts",Coordination,3.75
Computer.Systems.Analysts,Coordination,3.38
Health.Informatics.Specialists,Coordination,3.75
Information.Security.Analysts,Coordination,3
Computer.and.Information.Research.Scientists,Coordination,3.75
Computer.Network.Support.Specialists,Coordination,2.75
Computer.User.Support.Specialists,Coordination,2.88
Computer.Network.Architects,Coordination,3.5
Telecommunications.Engineering.Specialists,Coordination,3.38
Database.Administrators,Coordination,3.5
Database.Architects,Coordination,3.25
Data.Warehousing.Specialists,Coordination,3.38
Network.and.Computer.Systems.Administrators,Coordination,3
Computer.Programmers,Coordination,2.88
Software.Quality.Assurance.Analysts.and.Testers,Coordination,3
Web.Developers,Coordination,3
Video.Game.Designers,Coordination,3.5
Web.Administrators,Coordination,3.25
Geographic.Information.Systems.Technologists.and.Technicians,Coordination,3.31
Document.Management.Specialists,Coordination,3
Computer.Systems.Engineers/Architects,Coordination,3.12
Information.Technology.Project.Managers,Coordination,4.12
Actuaries,Coordination,3
Mathematicians,Coordination,2.75
Operations.Research.Analysts,Coordination,2.88
Statisticians,Coordination,2.88
Biostatisticians,Coordination,3
Business.Intelligence.Analysts,Coordination,3
Clinical.Data.Managers,Coordination,3.38
Bioinformatics.Technicians,Coordination,3
"Architects,.Except.Landscape.and.Naval",Coordination,4
Landscape.Architects,Coordination,3.88
Cartographers.and.Photogrammetrists,Coordination,3
Surveyors,Coordination,3.75
Geodetic.Surveyors,Coordination,3.12
Aerospace.Engineers,Coordination,3.5
Agricultural.Engineers,Coordination,3.25
Bioengineers.and.Biomedical.Engineers,Coordination,3.5
Chemical.Engineers,Coordination,3.62
Civil.Engineers,Coordination,3.75
Transportation.Engineers,Coordination,3.75
Water/Wastewater.Engineers,Coordination,3.62
Computer.Hardware.Engineers,Coordination,3.12
Electrical.Engineers,Coordination,3.25
"Electronics.Engineers,.Except.Computer",Coordination,3.25
Radio.Frequency.Identification.Device.Specialists,Coordination,3.38
Environmental.Engineers,Coordination,4
"Health.and.Safety.Engineers,.Except.Mining.Safety.Engineers.and.Inspectors",Coordination,3.25
Fire-Prevention.and.Protection.Engineers,Coordination,3
Industrial.Engineers,Coordination,3.12
Human.Factors.Engineers.and.Ergonomists,Coordination,3.5
Validation.Engineers,Coordination,3.12
Manufacturing.Engineers,Coordination,3.62
Marine.Engineers.and.Naval.Architects,Coordination,3.56
Materials.Engineers,Coordination,3.25
Mechanical.Engineers,Coordination,3.5
Fuel.Cell.Engineers,Coordination,3.12
Automotive.Engineers,Coordination,3.75
"Mining.and.Geological.Engineers,.Including.Mining.Safety.Engineers",Coordination,3.75
Nuclear.Engineers,Coordination,3.62
Petroleum.Engineers,Coordination,3.75
"Energy.Engineers,.Except.Wind.and.Solar",Coordination,3.38
Mechatronics.Engineers,Coordination,3.25
Microsystems.Engineers,Coordination,3.12
Photonics.Engineers,Coordination,3.12
Robotics.Engineers,Coordination,3.75
Nanosystems.Engineers,Coordination,3.38
Wind.Energy.Engineers,Coordination,3.5
Solar.Energy.Systems.Engineers,Coordination,3
Architectural.and.Civil.Drafters,Coordination,3.12
Electrical.and.Electronics.Drafters,Coordination,2.94
Mechanical.Drafters,Coordination,3
Aerospace.Engineering.and.Operations.Technologists.and.Technicians,Coordination,2.88
Civil.Engineering.Technologists.and.Technicians,Coordination,3
Electrical.and.Electronic.Engineering.Technologists.and.Technicians,Coordination,3.16
Electro-Mechanical.and.Mechatronics.Technologists.and.Technicians,Coordination,3
Robotics.Technicians,Coordination,3.12
Environmental.Engineering.Technologists.and.Technicians,Coordination,3
Industrial.Engineering.Technologists.and.Technicians,Coordination,3.25
Nanotechnology.Engineering.Technologists.and.Technicians,Coordination,3.06
Mechanical.Engineering.Technologists.and.Technicians,Coordination,3.25
Automotive.Engineering.Technicians,Coordination,3
Non-Destructive.Testing.Specialists,Coordination,3.12
Photonics.Technicians,Coordination,3
Surveying.and.Mapping.Technicians,Coordination,3
Animal.Scientists,Coordination,3.25
Food.Scientists.and.Technologists,Coordination,3.5
Soil.and.Plant.Scientists,Coordination,3
Biochemists.and.Biophysicists,Coordination,3.12
Microbiologists,Coordination,3.62
Zoologists.and.Wildlife.Biologists,Coordination,3.12
Bioinformatics.Scientists,Coordination,3.5
Molecular.and.Cellular.Biologists,Coordination,3.62
Geneticists,Coordination,3.25
Biologists,Coordination,3.25
Conservation.Scientists,Coordination,3.75
Range.Managers,Coordination,3.62
Park.Naturalists,Coordination,3.12
Foresters,Coordination,4.12
Epidemiologists,Coordination,3.75
"Medical.Scientists,.Except.Epidemiologists",Coordination,3
Astronomers,Coordination,3
Physicists,Coordination,3.38
Atmospheric.and.Space.Scientists,Coordination,3.12
Chemists,Coordination,3.12
Materials.Scientists,Coordination,3
"Environmental.Scientists.and.Specialists,.Including.Health",Coordination,3.75
Climate.Change.Policy.Analysts,Coordination,3
Environmental.Restoration.Planners,Coordination,3.88
Industrial.Ecologists,Coordination,3
"Geoscientists,.Except.Hydrologists.and.Geographers",Coordination,3.25
Hydrologists,Coordination,3.12
Remote.Sensing.Scientists.and.Technologists,Coordination,3.12
Economists,Coordination,3.12
Environmental.Economists,Coordination,3
Survey.Researchers,Coordination,3.25
Industrial-Organizational.Psychologists,Coordination,4.12
Clinical.and.Counseling.Psychologists,Coordination,3.5
School.Psychologists,Coordination,3.62
Sociologists,Coordination,3.12
Urban.and.Regional.Planners,Coordination,3.75
Anthropologists.and.Archeologists,Coordination,3.5
Geographers,Coordination,3.25
Historians,Coordination,3
Political.Scientists,Coordination,3
Transportation.Planners,Coordination,3.75
Agricultural.Technicians,Coordination,3
Precision.Agriculture.Technicians,Coordination,3
Food.Science.Technicians,Coordination,3
Biological.Technicians,Coordination,2.62
Chemical.Technicians,Coordination,3
"Environmental.Science.and.Protection.Technicians,.Including.Health",Coordination,3
"Geological.Technicians,.Except.Hydrologic.Technicians",Coordination,2.94
Nuclear.Technicians,Coordination,2.88
Nuclear.Monitoring.Technicians,Coordination,3
Social.Science.Research.Assistants,Coordination,3
Forest.and.Conservation.Technicians,Coordination,3.25
Forensic.Science.Technicians,Coordination,3.38
Quality.Control.Analysts,Coordination,2.75
Remote.Sensing.Technicians,Coordination,3.38
Occupational.Health.and.Safety.Specialists,Coordination,3.12
Occupational.Health.and.Safety.Technicians,Coordination,3
Substance.Abuse.and.Behavioral.Disorder.Counselors,Coordination,3.88
"Educational,.Guidance,.and.Career.Counselors.and.Advisors",Coordination,3.88
Marriage.and.Family.Therapists,Coordination,3.5
Mental.Health.Counselors,Coordination,3.5
Rehabilitation.Counselors,Coordination,3.75
"Child,.Family,.and.School.Social.Workers",Coordination,3.88
Healthcare.Social.Workers,Coordination,4
Mental.Health.and.Substance.Abuse.Social.Workers,Coordination,4
Health.Education.Specialists,Coordination,3.25
Probation.Officers.and.Correctional.Treatment.Specialists,Coordination,3.75
Social.and.Human.Service.Assistants,Coordination,3.38
Community.Health.Workers,Coordination,3.62
Clergy,Coordination,4
"Directors,.Religious.Activities.and.Education",Coordination,3.88
Lawyers,Coordination,3.38
Judicial.Law.Clerks,Coordination,3
"Administrative.Law.Judges,.Adjudicators,.and.Hearing.Officers",Coordination,2.88
"Arbitrators,.Mediators,.and.Conciliators",Coordination,3.12
"Judges,.Magistrate.Judges,.and.Magistrates",Coordination,3.25
Paralegals.and.Legal.Assistants,Coordination,3
"Title.Examiners,.Abstractors,.and.Searchers",Coordination,3
"Business.Teachers,.Postsecondary",Coordination,3
"Computer.Science.Teachers,.Postsecondary",Coordination,3.12
"Mathematical.Science.Teachers,.Postsecondary",Coordination,3
"Architecture.Teachers,.Postsecondary",Coordination,3.12
"Engineering.Teachers,.Postsecondary",Coordination,3
"Agricultural.Sciences.Teachers,.Postsecondary",Coordination,3.25
"Biological.Science.Teachers,.Postsecondary",Coordination,2.88
"Forestry.and.Conservation.Science.Teachers,.Postsecondary",Coordination,3
"Atmospheric,.Earth,.Marine,.and.Space.Sciences.Teachers,.Postsecondary",Coordination,3.12
"Chemistry.Teachers,.Postsecondary",Coordination,3
"Environmental.Science.Teachers,.Postsecondary",Coordination,3.25
"Physics.Teachers,.Postsecondary",Coordination,3.12
"Anthropology.and.Archeology.Teachers,.Postsecondary",Coordination,3.12
"Area,.Ethnic,.and.Cultural.Studies.Teachers,.Postsecondary",Coordination,3
"Economics.Teachers,.Postsecondary",Coordination,3
"Geography.Teachers,.Postsecondary",Coordination,3.38
"Political.Science.Teachers,.Postsecondary",Coordination,3
"Psychology.Teachers,.Postsecondary",Coordination,3
"Sociology.Teachers,.Postsecondary",Coordination,2.88
"Health.Specialties.Teachers,.Postsecondary",Coordination,3.5
"Nursing.Instructors.and.Teachers,.Postsecondary",Coordination,4
"Education.Teachers,.Postsecondary",Coordination,3
"Library.Science.Teachers,.Postsecondary",Coordination,3.25
"Criminal.Justice.and.Law.Enforcement.Teachers,.Postsecondary",Coordination,3
"Law.Teachers,.Postsecondary",Coordination,3
"Social.Work.Teachers,.Postsecondary",Coordination,3.75
"Art,.Drama,.and.Music.Teachers,.Postsecondary",Coordination,3.12
"Communications.Teachers,.Postsecondary",Coordination,3
"English.Language.and.Literature.Teachers,.Postsecondary",Coordination,3.12
"Foreign.Language.and.Literature.Teachers,.Postsecondary",Coordination,3
"History.Teachers,.Postsecondary",Coordination,3.12
"Philosophy.and.Religion.Teachers,.Postsecondary",Coordination,3
"Family.and.Consumer.Sciences.Teachers,.Postsecondary",Coordination,3
"Recreation.and.Fitness.Studies.Teachers,.Postsecondary",Coordination,3.25
"Career/Technical.Education.Teachers,.Postsecondary",Coordination,3
"Preschool.Teachers,.Except.Special.Education",Coordination,3.62
"Kindergarten.Teachers,.Except.Special.Education",Coordination,3.38
"Elementary.School.Teachers,.Except.Special.Education",Coordination,3.62
"Middle.School.Teachers,.Except.Special.and.Career/Technical.Education",Coordination,3.62
"Career/Technical.Education.Teachers,.Middle.School",Coordination,3.12
"Secondary.School.Teachers,.Except.Special.and.Career/Technical.Education",Coordination,3.38
"Career/Technical.Education.Teachers,.Secondary.School",Coordination,3.62
"Special.Education.Teachers,.Preschool",Coordination,3.5
"Special.Education.Teachers,.Middle.School",Coordination,3.88
"Special.Education.Teachers,.Secondary.School",Coordination,3.62
Adapted.Physical.Education.Specialists,Coordination,3.88
"Adult.Basic.Education,.Adult.Secondary.Education,.and.English.as.a.Second.Language.Instructors",Coordination,3.38
Self-Enrichment.Teachers,Coordination,3
Tutors,Coordination,3.25
Archivists,Coordination,3
Curators,Coordination,3.75
Museum.Technicians.and.Conservators,Coordination,3.12
Librarians.and.Media.Collections.Specialists,Coordination,3.06
Library.Technicians,Coordination,3
Farm.and.Home.Management.Educators,Coordination,4
Instructional.Coordinators,Coordination,3.88
"Teaching.Assistants,.Postsecondary",Coordination,3
Art.Directors,Coordination,4.12
Craft.Artists,Coordination,2.12
"Fine.Artists,.Including.Painters,.Sculptors,.and.Illustrators",Coordination,2.25
Special.Effects.Artists.and.Animators,Coordination,3.62
Commercial.and.Industrial.Designers,Coordination,3.62
Fashion.Designers,Coordination,3.75
Floral.Designers,Coordination,2.88
Graphic.Designers,Coordination,3
Interior.Designers,Coordination,3.75
Merchandise.Displayers.and.Window.Trimmers,Coordination,3.12
Set.and.Exhibit.Designers,Coordination,3.5
Actors,Coordination,3
Producers.and.Directors,Coordination,4.38
Media.Programming.Directors,Coordination,4
Talent.Directors,Coordination,3.38
Media.Technical.Directors/Managers,Coordination,4
Athletes.and.Sports.Competitors,Coordination,3.75
Coaches.and.Scouts,Coordination,4.12
"Umpires,.Referees,.and.Other.Sports.Officials",Coordination,3
Dancers,Coordination,3.75
Choreographers,Coordination,4
Music.Directors.and.Composers,Coordination,3.63
Musicians.and.Singers,Coordination,3.31
Broadcast.Announcers.and.Radio.Disc.Jockeys,Coordination,3.5
"News.Analysts,.Reporters,.and.Journalists",Coordination,3.5
Public.Relations.Specialists,Coordination,4
Editors,Coordination,3.38
Technical.Writers,Coordination,3
Writers.and.Authors,Coordination,3.12
"Poets,.Lyricists.and.Creative.Writers",Coordination,3
Interpreters.and.Translators,Coordination,3
Court.Reporters.and.Simultaneous.Captioners,Coordination,1.75
Audio.and.Video.Technicians,Coordination,3.12
Broadcast.Technicians,Coordination,3
Sound.Engineering.Technicians,Coordination,3.12
Photographers,Coordination,3
"Camera.Operators,.Television,.Video,.and.Film",Coordination,3.75
Film.and.Video.Editors,Coordination,3
Chiropractors,Coordination,3.38
"Dentists,.General",Coordination,4
Oral.and.Maxillofacial.Surgeons,Coordination,3.5
Orthodontists,Coordination,3.62
Prosthodontists,Coordination,3.12
Dietitians.and.Nutritionists,Coordination,3.88
Optometrists,Coordination,3.5
Pharmacists,Coordination,3.62
Physician.Assistants,Coordination,4
Anesthesiologist.Assistants,Coordination,3.5
Podiatrists,Coordination,3.75
Occupational.Therapists,Coordination,3.88
"Low.Vision.Therapists,.Orientation.and.Mobility.Specialists,.and.Vision.Rehabilitation.Therapists",Coordination,3.12
Physical.Therapists,Coordination,3.75
Radiation.Therapists,Coordination,3.12
Recreational.Therapists,Coordination,3.75
Respiratory.Therapists,Coordination,3
Speech-Language.Pathologists,Coordination,3.62
Exercise.Physiologists,Coordination,3.62
Art.Therapists,Coordination,3.25
Music.Therapists,Coordination,3.38
Veterinarians,Coordination,3.5
Registered.Nurses,Coordination,4
Acute.Care.Nurses,Coordination,3.88
Advanced.Practice.Psychiatric.Nurses,Coordination,3.88
Critical.Care.Nurses,Coordination,4
Clinical.Nurse.Specialists,Coordination,4.12
Nurse.Anesthetists,Coordination,3.88
Nurse.Midwives,Coordination,3.75
Nurse.Practitioners,Coordination,3.88
Audiologists,Coordination,3.5
Anesthesiologists,Coordination,3.75
Dermatologists,Coordination,3.88
Family.Medicine.Physicians,Coordination,3.88
General.Internal.Medicine.Physicians,Coordination,3.5
Neurologists,Coordination,3.75
Obstetricians.and.Gynecologists,Coordination,3.62
"Pediatricians,.General",Coordination,3.5
"Physicians,.Pathologists",Coordination,3.5
Psychiatrists,Coordination,3.88
Radiologists,Coordination,3.38
Allergists.and.Immunologists,Coordination,3.75
Hospitalists,Coordination,4
Urologists,Coordination,3.5
Physical.Medicine.and.Rehabilitation.Physicians,Coordination,4
Preventive.Medicine.Physicians,Coordination,4.25
Sports.Medicine.Physicians,Coordination,3.88
"Ophthalmologists,.Except.Pediatric",Coordination,4
Acupuncturists,Coordination,2.88
Dental.Hygienists,Coordination,3
Naturopathic.Physicians,Coordination,3.5
Orthoptists,Coordination,3
Medical.and.Clinical.Laboratory.Technologists,Coordination,3
Cytogenetic.Technologists,Coordination,3
Cytotechnologists,Coordination,3
Medical.and.Clinical.Laboratory.Technicians,Coordination,3
Cardiovascular.Technologists.and.Technicians,Coordination,3
Diagnostic.Medical.Sonographers,Coordination,3.12
Nuclear.Medicine.Technologists,Coordination,3.25
Radiologic.Technologists.and.Technicians,Coordination,3.25
Magnetic.Resonance.Imaging.Technologists,Coordination,3
Dietetic.Technicians,Coordination,3.12
Pharmacy.Technicians,Coordination,3
Psychiatric.Technicians,Coordination,3.38
Surgical.Technologists,Coordination,3.5
Veterinary.Technologists.and.Technicians,Coordination,3
Ophthalmic.Medical.Technicians,Coordination,3
Licensed.Practical.and.Licensed.Vocational.Nurses,Coordination,4
"Opticians,.Dispensing",Coordination,3
Orthotists.and.Prosthetists,Coordination,3.38
Hearing.Aid.Specialists,Coordination,3
Neurodiagnostic.Technologists,Coordination,3
Ophthalmic.Medical.Technologists,Coordination,3.12
Patient.Representatives,Coordination,3.38
Athletic.Trainers,Coordination,3
Genetic.Counselors,Coordination,3
Surgical.Assistants,Coordination,3.25
Midwives,Coordination,3.75
Home.Health.Aides,Coordination,3
Personal.Care.Aides,Coordination,2.88
Nursing.Assistants,Coordination,3
Orderlies,Coordination,2.62
Psychiatric.Aides,Coordination,3.62
Occupational.Therapy.Assistants,Coordination,3.5
Occupational.Therapy.Aides,Coordination,3
Physical.Therapist.Assistants,Coordination,3.12
Physical.Therapist.Aides,Coordination,3.12
Massage.Therapists,Coordination,1.88
Dental.Assistants,Coordination,2.75
Medical.Assistants,Coordination,3.12
Medical.Equipment.Preparers,Coordination,2.88
Medical.Transcriptionists,Coordination,2.12
Pharmacy.Aides,Coordination,2.75
Veterinary.Assistants.and.Laboratory.Animal.Caretakers,Coordination,3
Phlebotomists,Coordination,3
Speech-Language.Pathology.Assistants,Coordination,3.12
Endoscopy.Technicians,Coordination,3
First-Line.Supervisors.of.Correctional.Officers,Coordination,4
First-Line.Supervisors.of.Police.and.Detectives,Coordination,4
First-Line.Supervisors.of.Firefighting.and.Prevention.Workers,Coordination,4.12
Firefighters,Coordination,3.81
Fire.Inspectors.and.Investigators,Coordination,3.25
Forest.Fire.Inspectors.and.Prevention.Specialists,Coordination,3.75
Bailiffs,Coordination,2.88
Correctional.Officers.and.Jailers,Coordination,3.62
Detectives.and.Criminal.Investigators,Coordination,3.25
Police.Identification.and.Records.Officers,Coordination,2.88
Intelligence.Analysts,Coordination,3.5
Fish.and.Game.Wardens,Coordination,3.38
Parking.Enforcement.Workers,Coordination,2.75
Police.and.Sheriff's.Patrol.Officers,Coordination,3.75
Customs.and.Border.Protection.Officers,Coordination,3.38
Transit.and.Railroad.Police,Coordination,3.25
Animal.Control.Workers,Coordination,3
Private.Detectives.and.Investigators,Coordination,2.88
Gambling.Surveillance.Officers.and.Gambling.Investigators,Coordination,3
Security.Guards,Coordination,2.88
Crossing.Guards.and.Flaggers,Coordination,2.5
"Lifeguards,.Ski.Patrol,.and.Other.Recreational.Protective.Service.Workers",Coordination,2.88
Transportation.Security.Screeners,Coordination,3.38
Retail.Loss.Prevention.Specialists,Coordination,3.12
Chefs.and.Head.Cooks,Coordination,4
First-Line.Supervisors.of.Food.Preparation.and.Serving.Workers,Coordination,3.75
"Cooks,.Fast.Food",Coordination,2.12
"Cooks,.Institution.and.Cafeteria",Coordination,3.12
"Cooks,.Private.Household",Coordination,2.88
"Cooks,.Restaurant",Coordination,3.12
"Cooks,.Short.Order",Coordination,3
Food.Preparation.Workers,Coordination,2.12
Bartenders,Coordination,3
Fast.Food.and.Counter.Workers,Coordination,2.81
Baristas,Coordination,2.75
Waiters.and.Waitresses,Coordination,2.75
"Food.Servers,.Nonrestaurant",Coordination,2.62
Dining.Room.and.Cafeteria.Attendants.and.Bartender.Helpers,Coordination,2.88
Dishwashers,Coordination,2.12
"Hosts.and.Hostesses,.Restaurant,.Lounge,.and.Coffee.Shop",Coordination,3
First-Line.Supervisors.of.Housekeeping.and.Janitorial.Workers,Coordination,3.5
"First-Line.Supervisors.of.Landscaping,.Lawn.Service,.and.Groundskeeping.Workers",Coordination,3.75
"Janitors.and.Cleaners,.Except.Maids.and.Housekeeping.Cleaners",Coordination,2.12
Maids.and.Housekeeping.Cleaners,Coordination,2.62
Pest.Control.Workers,Coordination,3
Landscaping.and.Groundskeeping.Workers,Coordination,2.38
"Pesticide.Handlers,.Sprayers,.and.Applicators,.Vegetation",Coordination,2.75
Tree.Trimmers.and.Pruners,Coordination,3.12
First-Line.Supervisors.of.Gambling.Services.Workers,Coordination,3.5
First-Line.Supervisors.of.Personal.Service.Workers,Coordination,3.5
Animal.Trainers,Coordination,3
Animal.Caretakers,Coordination,2.5
Gambling.Dealers,Coordination,2.75
Gambling.and.Sports.Book.Writers.and.Runners,Coordination,3
Motion.Picture.Projectionists,Coordination,2.62
"Ushers,.Lobby.Attendants,.and.Ticket.Takers",Coordination,2.38
Amusement.and.Recreation.Attendants,Coordination,2.62
Costume.Attendants,Coordination,3.12
"Locker.Room,.Coatroom,.and.Dressing.Room.Attendants",Coordination,2.38
Embalmers,Coordination,3
Funeral.Attendants,Coordination,3
"Morticians,.Undertakers,.and.Funeral.Arrangers",Coordination,4
Barbers,Coordination,2.38
"Hairdressers,.Hairstylists,.and.Cosmetologists",Coordination,2.5
"Makeup.Artists,.Theatrical.and.Performance",Coordination,3.12
Manicurists.and.Pedicurists,Coordination,2.25
Shampooers,Coordination,2.62
Skincare.Specialists,Coordination,2.88
Baggage.Porters.and.Bellhops,Coordination,2.75
Concierges,Coordination,3
Tour.Guides.and.Escorts,Coordination,3
Travel.Guides,Coordination,3.5
Childcare.Workers,Coordination,3
Nannies,Coordination,3.12
Exercise.Trainers.and.Group.Fitness.Instructors,Coordination,3
Recreation.Workers,Coordination,4
Residential.Advisors,Coordination,3.38
First-Line.Supervisors.of.Retail.Sales.Workers,Coordination,3.62
First-Line.Supervisors.of.Non-Retail.Sales.Workers,Coordination,4
Cashiers,Coordination,2.62
Gambling.Change.Persons.and.Booth.Cashiers,Coordination,2.38
Counter.and.Rental.Clerks,Coordination,3
Parts.Salespersons,Coordination,2.88
Retail.Salespersons,Coordination,3
Advertising.Sales.Agents,Coordination,3.25
Insurance.Sales.Agents,Coordination,3
"Securities,.Commodities,.and.Financial.Services.Sales.Agents",Coordination,3.19
Travel.Agents,Coordination,2.88
"Sales.Representatives,.Wholesale.and.Manufacturing,.Technical.and.Scientific.Products",Coordination,3.38
Solar.Sales.Representatives.and.Assessors,Coordination,3.38
"Sales.Representatives,.Wholesale.and.Manufacturing,.Except.Technical.and.Scientific.Products",Coordination,3.12
Demonstrators.and.Product.Promoters,Coordination,3.25
Models,Coordination,2
Real.Estate.Brokers,Coordination,2.88
Real.Estate.Sales.Agents,Coordination,3.62
Sales.Engineers,Coordination,3.62
Telemarketers,Coordination,2.62
"Door-to-Door.Sales.Workers,.News.and.Street.Vendors,.and.Related.Workers",Coordination,3.12
First-Line.Supervisors.of.Office.and.Administrative.Support.Workers,Coordination,3.75
"Switchboard.Operators,.Including.Answering.Service",Coordination,2.5
Telephone.Operators,Coordination,2.25
Bill.and.Account.Collectors,Coordination,2.88
Billing.and.Posting.Clerks,Coordination,2.56
"Bookkeeping,.Accounting,.and.Auditing.Clerks",Coordination,2.75
Gambling.Cage.Workers,Coordination,2.88
Payroll.and.Timekeeping.Clerks,Coordination,2.38
Procurement.Clerks,Coordination,2.88
Tellers,Coordination,2.75
Brokerage.Clerks,Coordination,2.88
Correspondence.Clerks,Coordination,3
"Court,.Municipal,.and.License.Clerks",Coordination,2.96
"Credit.Authorizers,.Checkers,.and.Clerks",Coordination,3
Customer.Service.Representatives,Coordination,3
"Eligibility.Interviewers,.Government.Programs",Coordination,3
File.Clerks,Coordination,2.25
"Hotel,.Motel,.and.Resort.Desk.Clerks",Coordination,3.12
"Interviewers,.Except.Eligibility.and.Loan",Coordination,3
"Library.Assistants,.Clerical",Coordination,2.88
Loan.Interviewers.and.Clerks,Coordination,3
New.Accounts.Clerks,Coordination,2.88
Order.Clerks,Coordination,3
"Human.Resources.Assistants,.Except.Payroll.and.Timekeeping",Coordination,3
Receptionists.and.Information.Clerks,Coordination,2.75
Reservation.and.Transportation.Ticket.Agents.and.Travel.Clerks,Coordination,3
Cargo.and.Freight.Agents,Coordination,3
Freight.Forwarders,Coordination,3.25
Couriers.and.Messengers,Coordination,2.38
Public.Safety.Telecommunicators,Coordination,3.5
"Dispatchers,.Except.Police,.Fire,.and.Ambulance",Coordination,3.62
"Meter.Readers,.Utilities",Coordination,2.12
Postal.Service.Clerks,Coordination,2.25
Postal.Service.Mail.Carriers,Coordination,2.62
"Postal.Service.Mail.Sorters,.Processors,.and.Processing.Machine.Operators",Coordination,2.88
"Production,.Planning,.and.Expediting.Clerks",Coordination,3.12
"Shipping,.Receiving,.and.Inventory.Clerks",Coordination,2.88
"Weighers,.Measurers,.Checkers,.and.Samplers,.Recordkeeping",Coordination,3
Executive.Secretaries.and.Executive.Administrative.Assistants,Coordination,3
Legal.Secretaries.and.Administrative.Assistants,Coordination,2.62
Medical.Secretaries.and.Administrative.Assistants,Coordination,2.75
"Secretaries.and.Administrative.Assistants,.Except.Legal,.Medical,.and.Executive",Coordination,2.88
Data.Entry.Keyers,Coordination,2.12
Word.Processors.and.Typists,Coordination,2.12
Desktop.Publishers,Coordination,3.38
Insurance.Claims.and.Policy.Processing.Clerks,Coordination,2.44
"Mail.Clerks.and.Mail.Machine.Operators,.Except.Postal.Service",Coordination,2.88
"Office.Clerks,.General",Coordination,3
"Office.Machine.Operators,.Except.Computer",Coordination,2.62
Proofreaders.and.Copy.Markers,Coordination,2.12
Statistical.Assistants,Coordination,2.75
"First-Line.Supervisors.of.Farming,.Fishing,.and.Forestry.Workers",Coordination,3.75
Agricultural.Inspectors,Coordination,3
Animal.Breeders,Coordination,2.25
"Graders.and.Sorters,.Agricultural.Products",Coordination,2.5
Agricultural.Equipment.Operators,Coordination,2.5
"Farmworkers.and.Laborers,.Crop,.Nursery,.and.Greenhouse",Coordination,2.81
"Farmworkers,.Farm,.Ranch,.and.Aquacultural.Animals",Coordination,3
Fishing.and.Hunting.Workers,Coordination,2.56
Forest.and.Conservation.Workers,Coordination,3.38
Fallers,Coordination,2.88
Logging.Equipment.Operators,Coordination,2.75
Log.Graders.and.Scalers,Coordination,3
First-Line.Supervisors.of.Construction.Trades.and.Extraction.Workers,Coordination,3.88
Solar.Energy.Installation.Managers,Coordination,3.88
Boilermakers,Coordination,2.75
Brickmasons.and.Blockmasons,Coordination,3.12
Stonemasons,Coordination,3.5
Carpenters,Coordination,3.5
Carpet.Installers,Coordination,3.12
"Floor.Layers,.Except.Carpet,.Wood,.and.Hard.Tiles",Coordination,3.12
Floor.Sanders.and.Finishers,Coordination,3
Tile.and.Stone.Setters,Coordination,3.25
Cement.Masons.and.Concrete.Finishers,Coordination,3.25
Terrazzo.Workers.and.Finishers,Coordination,3.12
Construction.Laborers,Coordination,3.25
"Paving,.Surfacing,.and.Tamping.Equipment.Operators",Coordination,3.12
Pile.Driver.Operators,Coordination,3.12
Operating.Engineers.and.Other.Construction.Equipment.Operators,Coordination,2.88
Drywall.and.Ceiling.Tile.Installers,Coordination,3.12
Tapers,Coordination,2.38
Electricians,Coordination,3.5
Glaziers,Coordination,3
"Insulation.Workers,.Floor,.Ceiling,.and.Wall",Coordination,2.75
"Insulation.Workers,.Mechanical",Coordination,2.88
"Painters,.Construction.and.Maintenance",Coordination,2.62
Paperhangers,Coordination,2.88
Pipelayers,Coordination,2.88
"Plumbers,.Pipefitters,.and.Steamfitters",Coordination,3.25
Solar.Thermal.Installers.and.Technicians,Coordination,2.88
Plasterers.and.Stucco.Masons,Coordination,2.75
Reinforcing.Iron.and.Rebar.Workers,Coordination,3.25
Roofers,Coordination,3.88
Sheet.Metal.Workers,Coordination,3.25
Structural.Iron.and.Steel.Workers,Coordination,3.38
Solar.Photovoltaic.Installers,Coordination,3.38
"Helpers--Brickmasons,.Blockmasons,.Stonemasons,.and.Tile.and.Marble.Setters",Coordination,3.12
Helpers--Carpenters,Coordination,3.12
Helpers--Electricians,Coordination,2.88
"Helpers--Painters,.Paperhangers,.Plasterers,.and.Stucco.Masons",Coordination,2.62
